student_id,gender,study_hours_per_week,attendance_rate,sleep_hours,previous_gpa,extracurricular_hours,parental_support,internet_access,study_group,final_score,grade
684,Male,8.3,90.2,7.5,2.88,4.6,Low,Yes,Yes,63.9,C
685,Female,12.7,93.9,6.0,3.68,0.3,High,Yes,No,84.3,B
686,Male,19.0,99.2,8.7,3.0,0.7,Medium,Yes,Yes,75.0,B
687,Male,11.2,95.0,6.5,2.78,2.4,Medium,Yes,No,71.7,B
688,Female,16.4,75.7,6.2,2.38,1.2,Low,Yes,No,66.9,C
689,Female,13.2,76.0,7.4,3.95,1.6,High,No,No,75.1,B
690,Female,19.0,84.2,4.4,2.28,1.4,Low,Yes,Yes,58.9,C
691,Male,17.9,80.5,5.8,2.46,3.4,Medium,Yes,Yes,65.1,C
692,Female,10.8,73.6,8.1,3.24,1.4,High,Yes,No,76.7,B
693,Male,14.0,80.6,4.5,1.79,1.7,Medium,Yes,No,56.6,C
694,Male,21.3,80.3,8.3,3.66,6.8,High,Yes,No,87.0,A
695,Female,17.4,78.3,8.8,3.27,5.9,Low,Yes,Yes,71.5,B
696,Female,6.6,81.8,6.3,3.44,0.2,High,Yes,No,71.0,B
697,Female,18.9,96.8,7.2,3.23,0.9,High,Yes,Yes,75.4,B
698,Female,8.5,87.0,8.3,2.8,6.3,Medium,Yes,Yes,67.6,C
699,Female,23.5,100.0,6.2,2.26,0.1,Medium,Yes,Yes,71.0,B
700,Male,21.1,86.7,7.9,2.82,0.7,Medium,Yes,No,75.1,B
701,Male,16.7,82.1,5.9,2.31,2.9,High,Yes,No,70.0,B
702,Male,15.9,85.0,6.2,3.19,2.7,High,Yes,No,77.3,B
703,Male,13.7,87.6,5.8,3.38,1.9,High,Yes,Yes,74.5,B
704,Female,19.1,89.4,7.2,3.79,1.7,High,Yes,Yes,79.4,B
705,Male,12.8,100.0,8.3,3.12,3.5,Medium,Yes,No,76.1,B
706,Female,16.4,76.5,6.6,3.45,3.9,Medium,Yes,No,68.2,C
707,Female,20.2,93.6,5.1,2.72,5.0,Medium,No,Yes,75.8,B
708,Female,11.6,87.1,5.4,2.61,2.1,High,Yes,Yes,70.0,B
709,Male,11.3,69.3,7.3,3.18,0.5,High,Yes,No,68.1,C
710,Male,7.8,92.7,9.2,2.67,2.7,Medium,No,No,66.8,C
711,Female,8.6,97.7,7.3,3.06,4.1,Low,Yes,No,68.1,C
712,Female,4.0,76.4,6.3,2.26,10.5,Medium,Yes,Yes,54.3,D
713,Female,19.4,84.9,7.8,2.37,2.1,High,No,No,64.5,C
714,Female,25.9,67.7,6.5,3.28,1.3,High,Yes,Yes,83.6,B
715,Female,23.6,72.4,6.3,3.43,6.7,Low,Yes,No,73.6,B
716,Male,5.2,95.5,5.6,2.31,0.1,Low,Yes,Yes,53.2,D
717,Female,19.3,80.3,8.6,3.3,1.4,Medium,No,Yes,74.5,B
718,Male,23.5,73.9,3.5,2.58,2.8,Low,No,No,58.7,C
719,Female,12.3,87.3,7.8,2.91,1.0,High,No,Yes,66.5,C
720,Female,15.6,79.8,6.2,3.75,6.0,Medium,Yes,Yes,71.4,B
721,Male,3.0,80.3,6.3,3.38,2.9,Medium,Yes,No,69.8,C
722,Male,16.6,92.4,9.0,3.38,11.3,Low,No,No,63.9,C
723,Male,8.6,73.4,5.9,4.0,1.8,Medium,Yes,No,66.3,C
724,Female,16.2,75.9,5.9,2.48,0.7,High,Yes,Yes,70.4,B
725,Male,5.6,86.5,6.6,2.31,6.2,Medium,Yes,Yes,71.4,B
726,Male,18.3,94.7,7.3,2.47,2.0,Low,No,No,67.5,C
727,Male,21.1,97.4,6.2,2.75,4.7,Low,Yes,No,68.9,C
728,Male,10.3,78.3,4.8,1.49,2.1,High,Yes,Yes,67.5,C
729,Male,8.2,94.4,5.7,2.78,0.4,High,No,No,59.5,C
730,Male,2.1,77.2,8.5,2.57,0.4,Low,No,No,54.6,D
731,Male,13.4,100.0,6.9,3.37,1.2,Medium,No,Yes,75.1,B
732,Male,11.5,73.7,7.4,3.11,0.4,Low,Yes,No,60.2,C
733,Male,5.7,98.3,6.5,2.54,0.2,Medium,Yes,No,68.4,C
734,Male,17.7,78.4,5.9,3.25,9.0,Low,Yes,Yes,69.7,C
735,Male,12.3,100.0,9.0,3.33,0.8,High,Yes,No,82.3,B
736,Female,8.5,90.9,6.6,2.44,2.4,High,No,Yes,57.4,C
737,Male,11.7,74.8,6.2,2.6,0.1,Low,Yes,Yes,63.5,C
738,Male,21.4,79.8,8.2,1.56,1.6,Medium,Yes,No,63.8,C
739,Male,18.6,92.8,5.9,2.25,0.8,Low,Yes,No,71.2,B
740,Male,14.2,95.5,6.0,2.45,1.7,Medium,Yes,Yes,70.1,B
741,Male,18.7,84.3,6.8,2.94,6.1,Low,No,No,72.1,B
742,Male,8.0,85.4,6.8,2.33,1.2,Medium,Yes,No,65.2,C
743,Female,15.2,92.6,7.1,2.59,3.5,High,Yes,No,73.3,B
744,Male,15.9,86.3,,2.16,1.0,Low,Yes,No,69.1,C
745,Male,12.2,72.1,7.2,3.0,3.7,High,Yes,No,73.9,B
746,Male,17.6,76.9,3.7,3.16,0.5,Low,Yes,Yes,69.2,C
747,Male,10.3,87.4,7.2,3.14,3.6,Medium,No,No,56.1,C
748,Male,18.1,97.2,6.8,2.91,4.0,Medium,Yes,No,70.8,B
749,Female,18.3,100.0,6.9,1.98,0.1,High,Yes,No,78.7,B
750,Female,0.0,92.8,7.1,2.53,0.1,Low,Yes,Yes,54.2,D
751,Male,22.1,87.9,6.8,2.66,3.0,Low,Yes,Yes,76.1,B
752,Male,0.0,92.5,,2.66,1.2,High,Yes,Yes,69.7,C
753,Male,11.3,78.3,7.6,2.94,6.0,High,Yes,No,68.4,C
754,Male,21.2,83.5,6.1,3.76,14.6,Medium,Yes,No,72.1,B
755,Female,13.1,76.8,5.6,3.39,2.3,Low,Yes,No,63.9,C
756,Male,6.2,72.5,10.0,2.31,2.8,Medium,Yes,No,71.3,B
757,Male,8.4,88.3,5.9,3.31,1.0,High,No,Yes,65.5,C
758,Female,21.2,86.9,6.9,3.28,10.3,Medium,Yes,Yes,76.5,B
759,Male,3.5,91.9,4.9,2.42,2.9,Medium,Yes,No,56.7,C
760,Male,21.8,90.5,7.0,3.41,2.1,Medium,Yes,No,83.9,B
761,Female,14.7,87.4,5.6,2.8,1.9,Medium,Yes,No,68.0,C
762,Male,7.8,90.6,6.2,2.05,0.3,High,Yes,Yes,63.3,C
763,Male,11.5,84.6,8.2,3.17,3.4,High,Yes,No,80.7,B
764,Male,8.9,89.1,7.4,3.03,0.6,Low,Yes,No,68.4,C
765,Female,20.2,77.7,7.5,2.76,0.6,High,No,Yes,67.3,C
766,Male,19.4,88.7,4.5,2.88,3.5,Medium,No,Yes,63.9,C
767,Male,4.7,91.7,9.2,2.47,0.2,Medium,Yes,No,70.2,B
768,Male,12.6,78.3,5.3,3.27,2.2,Medium,Yes,No,68.6,C
769,Male,9.8,85.5,8.8,2.87,2.7,High,Yes,No,65.2,C
770,Female,22.8,78.8,8.1,3.0,0.3,Medium,Yes,No,66.4,C
771,Male,6.9,79.7,7.6,3.11,0.9,Medium,Yes,No,61.3,C
772,Female,24.6,73.8,5.7,2.21,4.4,High,Yes,Yes,67.6,C
773,Female,14.8,97.7,7.0,2.36,2.5,Low,Yes,No,57.8,C
774,Female,8.0,95.7,6.2,1.57,1.4,High,Yes,No,58.3,C
775,Male,10.9,90.4,6.8,3.24,0.7,Medium,Yes,No,66.8,C
776,Female,10.2,100.0,6.5,2.17,2.6,Medium,Yes,No,64.4,C
777,Female,7.4,83.1,4.1,2.98,1.2,Medium,Yes,No,71.5,B
778,Male,15.6,100.0,,3.12,1.8,Medium,Yes,Yes,76.7,B
779,Female,7.6,82.7,6.7,3.26,3.2,Medium,Yes,No,67.4,C
780,Female,1.9,87.6,6.2,2.18,5.8,Medium,Yes,No,62.1,C
781,Male,12.7,81.0,6.1,2.86,11.8,High,Yes,Yes,73.2,B
782,Female,4.2,88.7,7.3,3.9,4.2,High,Yes,Yes,78.4,B
783,Male,10.5,93.4,5.6,3.93,3.3,High,Yes,No,79.5,B
784,Female,9.5,83.9,3.9,3.49,11.5,Medium,Yes,Yes,72.7,B
785,Female,9.8,100.0,7.3,3.1,1.0,Medium,Yes,Yes,86.1,A
786,Male,27.0,87.4,7.5,2.3,2.2,Medium,Yes,No,78.5,B
787,Female,15.3,87.7,6.5,3.33,1.9,Low,Yes,No,65.6,C
788,Male,16.5,75.9,5.3,2.81,3.1,High,Yes,No,72.3,B
789,Female,4.3,89.2,6.9,3.24,3.4,Medium,Yes,No,64.2,C
790,Female,11.1,83.7,4.9,2.52,9.4,Medium,Yes,No,67.9,C
791,Male,16.3,78.9,5.5,2.8,0.6,Medium,Yes,No,61.4,C
792,Male,8.9,77.2,5.8,3.0,2.4,Medium,Yes,Yes,61.6,C
793,Male,20.4,100.0,7.9,3.05,1.4,Medium,Yes,No,79.7,B
794,Male,7.8,82.4,6.3,3.2,0.6,Medium,Yes,Yes,72.8,B
795,Male,13.3,70.4,6.2,2.55,0.5,Medium,Yes,No,65.5,C
796,Male,11.5,78.0,9.3,2.09,1.1,Medium,Yes,No,67.6,C
797,Male,16.0,84.5,7.3,3.87,1.3,Low,Yes,Yes,76.9,B
798,Male,11.2,90.5,7.2,4.0,6.9,High,Yes,No,81.3,B
799,Female,13.4,90.5,6.3,3.17,1.4,Low,Yes,No,66.4,C
800,Female,13.6,91.8,6.0,2.11,2.6,Medium,Yes,No,69.4,C
801,Female,10.6,78.6,4.0,2.44,3.2,Medium,Yes,Yes,67.8,C
802,Male,17.9,88.4,8.1,3.21,2.8,Medium,Yes,No,75.4,B
803,Female,16.4,76.2,7.4,3.7,1.6,High,Yes,Yes,78.3,B
804,Female,14.5,78.8,6.6,2.17,7.1,Medium,Yes,No,72.5,B
805,Male,12.4,75.8,6.6,2.83,6.4,High,Yes,No,70.3,B
806,Male,19.8,73.1,7.8,3.02,2.4,High,No,Yes,72.7,B
807,Female,13.6,95.6,4.8,3.42,0.3,Low,Yes,Yes,73.6,B
808,Male,13.2,91.9,6.0,2.69,1.7,Low,Yes,No,65.4,C
809,Male,15.6,94.8,5.3,1.96,1.2,Medium,Yes,No,62.1,C
810,Female,25.2,85.4,9.1,3.27,2.2,Medium,Yes,Yes,83.3,B
811,Male,7.0,92.8,7.9,3.57,1.8,Medium,Yes,No,72.3,B
812,Male,19.6,67.4,3.9,2.85,2.3,Low,Yes,No,71.7,B
813,Female,3.6,93.6,4.8,3.14,3.1,Low,Yes,Yes,68.2,C
814,Female,16.3,86.8,6.6,2.62,3.3,Medium,Yes,No,67.2,C
815,Male,24.5,91.3,6.2,2.39,3.2,Medium,Yes,No,76.9,B
816,Female,17.9,88.8,5.1,3.52,4.0,Medium,Yes,Yes,78.4,B
817,Female,16.0,75.1,9.3,3.13,4.8,High,Yes,No,81.7,B
818,Female,11.6,70.0,7.2,3.19,1.7,Low,Yes,Yes,63.3,C
819,Female,15.2,77.9,7.4,3.8,8.1,Medium,Yes,No,77.1,B
820,Male,13.5,90.6,5.9,2.27,9.7,High,No,No,66.7,C
821,Male,10.3,91.9,7.7,2.57,1.0,Medium,Yes,No,68.0,C
822,Female,13.3,71.3,6.3,2.99,6.9,Medium,Yes,No,63.7,C
823,Male,16.2,75.2,6.4,2.56,3.2,Medium,No,No,65.3,C
824,Female,10.4,77.8,7.6,3.37,2.8,Low,Yes,No,68.7,C
825,Female,10.2,81.4,4.7,2.79,0.6,High,Yes,No,72.9,B
826,Male,6.8,71.4,8.9,2.3,2.7,Medium,No,No,57.0,C
827,Female,17.3,70.8,7.0,2.94,1.7,Medium,Yes,No,66.9,C
828,Male,18.3,76.8,8.5,3.0,16.0,Medium,Yes,Yes,80.8,B
829,Female,16.4,85.9,5.4,3.46,5.1,Medium,Yes,Yes,72.2,B
830,Male,20.8,73.2,5.6,3.14,2.4,Medium,Yes,No,76.3,B
831,Female,15.5,83.8,5.3,3.18,5.1,High,Yes,No,79.4,B
832,Female,17.4,95.6,7.1,3.09,1.9,Medium,Yes,No,81.0,B
833,Male,16.8,72.0,6.9,2.79,0.3,Low,No,No,62.1,C
834,Female,14.5,82.9,6.2,2.47,7.2,Medium,Yes,No,65.6,C
835,Female,11.8,95.2,5.5,3.07,2.7,High,Yes,No,74.4,B
836,Female,28.3,80.8,5.2,2.7,1.2,Medium,No,No,71.7,B
837,Female,12.3,79.3,6.7,3.91,3.7,Medium,Yes,No,71.5,B
838,Female,11.0,96.6,6.2,3.71,6.3,Medium,Yes,Yes,83.6,B
839,Male,17.6,81.9,5.9,3.28,4.6,High,Yes,No,78.9,B
840,Male,16.5,96.0,8.8,3.13,1.6,Medium,Yes,Yes,73.9,B
841,Male,6.6,89.3,6.7,2.85,0.3,High,Yes,No,77.2,B
842,Female,21.7,81.6,8.5,2.14,6.2,Low,Yes,No,68.5,C
843,Female,14.4,89.8,6.1,2.77,2.1,High,Yes,No,67.8,C
844,Male,8.3,88.2,7.1,2.96,0.1,High,Yes,No,66.7,C
845,Male,22.1,95.2,6.7,3.04,0.6,Medium,Yes,No,83.6,B
846,Female,18.8,79.5,4.6,3.18,0.2,Medium,Yes,Yes,80.3,B
847,Male,7.4,85.4,8.7,3.45,3.5,Low,No,No,68.9,C
848,Female,25.7,84.4,6.6,2.48,6.7,Medium,Yes,Yes,82.0,B
849,Male,19.0,92.0,7.8,2.49,4.0,Low,Yes,No,75.3,B
850,Female,14.9,74.7,5.8,3.77,0.7,Low,Yes,No,71.6,B
851,Male,24.5,95.2,6.6,3.36,8.0,High,Yes,No,86.4,A
852,Male,16.0,89.7,5.7,2.67,0.6,Medium,Yes,No,71.6,B
853,Female,14.8,71.8,8.4,2.84,5.8,Medium,Yes,No,72.5,B
854,Female,11.0,97.1,7.2,2.84,2.6,Medium,Yes,No,67.5,C
855,Male,18.5,100.0,7.3,2.92,0.0,Medium,Yes,Yes,80.3,B
856,Male,17.9,95.0,8.6,3.18,0.7,Medium,Yes,Yes,84.9,B
857,Female,15.1,99.3,8.3,4.0,0.3,Medium,Yes,No,79.9,B
858,Female,10.3,85.9,7.8,3.01,2.6,Medium,Yes,No,68.1,C
859,Male,15.8,68.4,5.0,3.3,4.4,High,Yes,No,73.7,B
860,Male,14.6,66.6,5.9,1.89,3.4,Medium,Yes,Yes,58.1,C
861,Female,7.0,87.6,5.5,2.61,6.3,High,Yes,Yes,63.3,C
862,Female,6.2,79.1,7.7,3.64,3.2,Medium,Yes,No,74.8,B
863,Female,18.4,75.9,7.0,3.14,0.6,Medium,No,Yes,66.9,C
864,Female,0.0,84.4,5.0,0.27,3.9,Low,No,No,38.2,F
865,Male,16.2,91.2,6.6,3.3,2.8,Low,Yes,Yes,70.5,B
866,Female,12.1,70.5,4.9,4.0,1.9,High,Yes,Yes,80.8,B
867,Female,22.8,80.5,6.7,1.7,5.9,Medium,Yes,No,71.2,B
868,Female,12.0,100.0,4.6,3.81,13.4,Medium,Yes,No,77.5,B
869,Male,19.0,74.2,7.5,1.24,1.5,High,No,No,54.2,D
870,Male,12.6,93.7,7.3,3.46,2.2,Medium,Yes,No,73.1,B
871,Female,15.7,80.2,9.3,2.89,3.1,High,Yes,No,77.4,B
872,Male,19.4,90.5,7.9,1.49,4.1,Medium,Yes,No,67.7,C
873,Female,12.2,96.0,6.3,3.17,3.9,High,Yes,No,76.3,B
874,Male,21.0,92.4,7.9,3.59,0.3,Medium,Yes,No,80.7,B
875,Female,9.0,94.1,5.0,3.12,0.0,Low,Yes,No,68.8,C
876,Female,16.8,73.5,5.5,3.25,3.0,Medium,Yes,Yes,71.4,B
877,Male,20.5,96.1,7.2,2.65,0.5,Low,Yes,Yes,74.8,B
878,Male,19.0,76.5,4.0,1.78,1.3,High,Yes,No,60.0,C
879,Female,26.5,87.6,6.8,3.32,2.7,Medium,Yes,No,91.3,A
880,Female,10.4,87.6,5.5,3.95,0.5,Low,Yes,Yes,70.4,B
881,Male,6.7,89.9,6.9,3.58,5.1,Low,Yes,Yes,71.2,B
882,Female,9.0,88.4,5.4,1.71,2.6,High,Yes,No,65.2,C
883,Female,19.0,76.6,7.4,1.99,0.2,Medium,Yes,No,63.3,C
884,Male,18.0,71.5,6.8,2.39,0.0,High,Yes,No,68.5,C
885,Male,15.6,93.7,8.6,1.94,1.0,Low,Yes,Yes,66.5,C
886,Male,8.3,86.9,6.8,2.93,1.2,High,Yes,No,65.8,C
887,Male,19.6,96.5,5.8,3.14,2.7,Medium,Yes,No,78.1,B
888,Male,7.7,84.6,6.5,2.04,0.5,Medium,Yes,No,52.9,D
889,Male,22.0,70.9,5.1,3.37,2.4,Medium,Yes,Yes,81.9,B
890,Female,32.1,94.7,7.3,3.26,2.2,Low,Yes,No,85.1,A
891,Male,17.2,81.3,7.6,2.57,1.9,High,No,No,71.2,B
892,Female,18.5,88.4,10.0,2.8,8.0,High,Yes,No,71.6,B
893,Male,12.0,78.5,6.0,1.73,2.4,Medium,Yes,No,56.1,C
894,Male,4.1,100.0,6.5,2.7,0.0,High,Yes,No,74.9,B
895,Female,11.4,76.2,6.1,2.9,2.8,Low,Yes,Yes,83.2,B
896,Female,8.4,81.6,7.1,3.0,0.3,Low,Yes,No,68.7,C
897,Male,6.3,86.1,7.3,3.13,1.3,Low,Yes,No,69.0,C
898,Male,25.3,74.1,6.7,3.05,1.5,Medium,Yes,Yes,78.1,B
899,Male,16.6,88.3,8.2,2.74,1.4,Low,Yes,Yes,66.6,C
900,Female,17.3,100.0,6.0,3.07,0.7,Medium,No,No,75.4,B
901,Male,13.1,80.1,8.1,3.5,4.3,Low,Yes,No,65.4,C
902,Male,14.0,89.0,7.5,2.84,2.6,High,Yes,No,68.5,C
903,Male,20.8,57.5,6.8,3.09,1.7,High,Yes,Yes,67.3,C
904,Male,14.8,84.6,6.4,2.79,6.3,Medium,Yes,Yes,76.1,B
905,Female,18.2,81.9,10.0,2.51,2.3,Low,Yes,Yes,69.9,C
906,Female,13.8,76.8,5.7,3.21,2.2,High,Yes,No,72.4,B
907,Male,12.9,95.8,7.2,2.57,1.2,Low,Yes,No,66.6,C
908,Male,6.6,81.7,5.8,3.13,2.5,High,Yes,No,63.6,C
909,Male,3.1,83.2,9.1,2.92,1.1,Medium,No,No,58.1,C
910,Male,13.4,81.2,8.0,2.72,3.2,Medium,No,Yes,63.4,C
911,Female,15.3,65.8,5.9,2.7,1.4,Low,Yes,No,54.9,D
912,Female,7.3,73.7,7.5,2.6,1.8,High,Yes,No,63.0,C
913,Female,14.8,94.6,7.1,1.91,4.3,High,Yes,No,65.3,C
914,Female,15.3,63.9,6.1,3.13,0.1,Medium,No,Yes,66.3,C
915,Female,2.1,77.3,7.8,3.04,0.7,High,Yes,No,68.8,C
916,Female,9.5,81.0,7.3,3.41,2.9,High,Yes,Yes,68.8,C
917,Male,17.4,100.0,7.1,2.58,0.5,Low,Yes,Yes,70.0,B
918,Male,17.3,92.7,6.7,4.0,2.3,High,Yes,Yes,92.7,A
919,Male,8.1,79.4,,2.67,4.0,Medium,Yes,Yes,61.9,C
920,Female,16.0,98.0,7.1,2.37,0.6,Medium,Yes,Yes,73.9,B
921,Male,21.1,77.6,6.9,2.3,0.5,Low,Yes,No,65.6,C
922,Female,19.7,95.1,6.0,1.86,2.9,High,Yes,Yes,77.8,B
923,Female,14.4,71.4,9.0,3.82,1.1,High,Yes,No,78.4,B
924,Female,12.2,95.7,5.4,3.72,0.1,Medium,Yes,No,72.5,B
925,Male,11.2,80.9,7.4,3.26,1.1,Medium,No,No,66.0,C
926,Male,17.8,74.7,6.4,2.36,1.0,Medium,Yes,No,66.1,C
927,Male,16.2,82.8,9.1,3.99,3.0,High,Yes,No,81.6,B
928,Female,18.8,87.8,5.6,2.69,8.1,High,Yes,Yes,70.9,B
929,Female,15.8,80.1,5.8,2.74,1.6,Medium,Yes,No,73.4,B
930,Female,19.9,90.5,5.5,3.76,1.8,Medium,No,No,79.1,B
931,Male,15.6,79.2,7.2,3.3,1.2,Medium,Yes,No,67.1,C
932,Male,19.7,91.2,5.0,4.0,0.7,Medium,No,No,73.7,B
933,Male,20.2,89.4,6.2,3.05,7.2,Medium,Yes,No,74.8,B
934,Female,10.2,84.4,4.0,2.66,0.9,Low,Yes,No,55.4,C
935,Female,4.2,80.6,7.1,2.53,7.9,Low,Yes,No,51.5,D
936,Male,24.3,86.5,6.1,1.79,1.2,Medium,Yes,No,65.3,C
937,Female,16.5,90.5,4.9,2.73,18.4,High,Yes,No,75.3,B
938,Male,4.7,100.0,8.2,3.59,1.1,Medium,No,No,62.5,C
939,Female,10.7,94.4,5.1,3.26,0.6,Low,No,No,64.2,C
940,Male,19.6,94.8,7.8,2.91,11.8,High,Yes,No,86.6,A
941,Male,13.3,100.0,5.9,2.3,4.0,High,No,No,71.6,B
942,Female,11.9,90.2,8.9,3.04,4.2,Medium,No,Yes,69.7,C
943,Male,23.4,89.8,7.8,3.51,10.1,Low,Yes,Yes,72.7,B
944,Male,8.7,92.0,5.5,3.16,2.9,Medium,Yes,No,72.3,B
945,Male,10.2,74.9,5.6,3.0,0.9,Medium,Yes,Yes,67.0,C
946,Male,16.3,80.6,7.6,2.42,1.8,Medium,Yes,No,69.6,C
947,Female,17.3,79.9,6.5,3.42,0.5,Medium,Yes,No,81.6,B
948,Female,18.0,91.5,6.6,1.02,2.8,Low,No,No,51.4,D
949,Female,20.5,83.3,8.5,3.13,1.7,Medium,Yes,No,62.6,C
950,Male,16.2,86.4,5.8,4.0,0.4,High,Yes,No,74.9,B
951,Female,17.9,95.9,6.9,1.99,1.7,Medium,Yes,No,71.1,B
952,Male,13.4,93.6,8.0,2.76,0.8,Low,Yes,Yes,69.8,C
953,Male,15.4,83.4,7.9,2.9,4.6,Medium,Yes,No,66.1,C
954,Male,15.6,78.3,6.6,2.62,1.8,High,Yes,Yes,65.4,C
955,Female,16.3,96.4,6.4,3.52,3.4,Low,Yes,No,72.7,B
956,Female,19.6,92.7,4.5,3.18,2.8,Medium,Yes,No,69.0,C
957,Female,18.3,68.9,5.4,2.99,0.7,Medium,Yes,No,70.1,B
958,Male,15.3,81.9,7.2,3.38,6.4,Medium,Yes,No,72.2,B
959,Male,10.1,86.7,6.6,2.91,0.5,High,Yes,No,67.7,C
960,Female,15.4,92.8,6.9,4.0,1.0,High,Yes,No,78.3,B
961,Female,14.8,94.1,,2.99,0.1,Medium,Yes,No,74.5,B
962,Male,16.2,87.8,5.3,3.02,3.1,Low,Yes,No,68.5,C
963,Male,28.2,90.9,6.5,1.87,0.5,Medium,Yes,Yes,74.5,B
964,Male,11.9,85.6,7.0,2.57,4.2,Low,Yes,No,65.3,C
965,Female,17.5,78.3,5.9,3.59,1.3,Medium,No,Yes,70.6,B
966,Male,21.4,82.4,8.7,2.1,1.2,High,No,No,64.1,C
967,Female,15.6,85.2,8.0,1.61,0.2,High,Yes,No,63.1,C
968,Male,29.0,84.7,7.2,2.92,5.9,Medium,Yes,Yes,79.1,B
969,Female,12.7,66.1,9.1,3.72,11.0,Medium,Yes,No,83.2,B
970,Male,16.9,81.0,4.9,2.93,1.1,Low,No,Yes,57.3,C
971,Male,10.2,85.6,6.8,2.7,1.2,Medium,Yes,Yes,66.0,C
972,Male,12.9,82.2,7.3,1.78,2.7,Low,Yes,Yes,61.3,C
973,Male,16.5,82.5,5.6,3.17,2.1,High,Yes,Yes,74.4,B
974,Female,20.1,89.9,7.2,3.3,7.9,High,Yes,No,86.2,A
975,Male,16.9,74.2,5.4,1.83,2.6,Low,Yes,No,57.2,C
976,Female,22.6,68.7,7.7,3.58,9.9,Medium,Yes,No,76.6,B
977,Male,14.4,81.5,8.2,3.36,6.0,Medium,Yes,No,77.7,B
978,Male,13.0,92.6,7.2,3.58,1.7,High,Yes,No,86.3,A
979,Female,31.2,100.0,4.4,3.25,1.6,Medium,Yes,No,88.9,A
980,Male,17.4,92.8,5.5,3.29,4.2,Low,Yes,No,71.6,B
981,Female,10.7,70.3,7.5,3.21,5.1,Medium,Yes,Yes,69.2,C
982,Female,10.8,82.7,6.8,3.42,2.3,Low,No,No,63.9,C
983,Female,9.3,87.6,3.3,1.81,0.0,Medium,Yes,No,58.6,C
984,Male,20.6,86.8,8.4,2.0,3.4,Low,No,Yes,60.7,C
985,Male,12.8,90.4,7.0,2.46,5.2,Medium,Yes,No,72.8,B
986,Female,15.8,75.8,5.7,2.82,0.5,High,No,Yes,68.4,C
987,Male,14.6,85.6,8.1,3.13,4.8,Low,Yes,Yes,71.7,B
988,Male,19.4,89.2,5.9,3.09,1.4,Medium,Yes,No,68.2,C
989,Male,9.9,93.3,5.9,3.57,1.1,High,Yes,Yes,77.2,B
990,Female,8.5,76.9,7.3,3.59,2.4,Low,No,No,54.1,D
991,Female,16.3,81.5,9.1,2.38,4.3,Medium,No,No,62.9,C
992,Female,18.6,58.0,8.9,3.04,1.5,Medium,Yes,Yes,67.7,C
993,Female,17.0,78.8,7.3,2.39,1.7,Medium,Yes,No,68.6,C
994,Male,10.1,79.8,7.4,2.79,2.7,High,Yes,No,77.9,B
995,Female,19.1,74.8,7.8,3.09,9.6,Medium,Yes,No,76.7,B
996,Male,10.5,86.7,5.2,0.85,1.0,Medium,Yes,No,60.9,C
997,Female,11.9,84.4,7.6,4.0,0.6,Low,Yes,No,75.3,B
998,Male,9.3,62.4,5.8,3.24,2.7,Low,Yes,No,65.7,C
999,Female,22.8,87.2,7.2,2.54,1.8,Low,Yes,Yes,80.0,B
1000,Male,18.8,75.7,6.5,4.0,1.3,High,No,Yes,73.7,B
1001,Male,18.6,89.9,7.5,2.69,4.3,High,Yes,Yes,74.1,B
1002,Male,22.5,72.2,7.0,2.98,2.9,High,Yes,No,78.4,B
1003,Male,31.9,85.3,3.0,2.61,0.6,Low,Yes,Yes,73.0,B
1004,Male,4.7,82.2,7.0,3.89,11.3,Medium,Yes,No,73.5,B
1005,Female,10.6,88.0,7.6,2.84,4.6,High,Yes,No,71.3,B
1006,Male,11.3,86.2,7.4,2.99,0.4,Medium,Yes,No,66.4,C
1007,Female,9.9,82.4,6.7,3.62,4.5,Low,Yes,No,76.1,B
1008,Male,8.5,69.6,8.9,3.25,6.9,High,Yes,No,66.4,C
1009,Female,13.2,70.2,7.2,2.87,4.2,Low,Yes,No,66.8,C
1010,Male,7.7,79.2,7.4,3.57,2.2,Low,Yes,Yes,70.3,B
1011,Female,17.0,84.9,8.2,4.0,0.9,High,Yes,No,74.7,B
1012,Female,15.3,78.9,7.3,3.09,7.0,Medium,Yes,Yes,69.6,C
1013,Male,17.9,91.3,5.6,2.97,4.4,Medium,Yes,No,70.4,B
1014,Female,18.0,82.2,3.6,3.0,6.3,Medium,Yes,No,73.1,B
1015,Male,18.6,75.3,6.2,3.69,1.6,High,Yes,Yes,77.1,B
1016,Male,12.8,82.2,7.8,2.54,0.4,Low,Yes,Yes,64.8,C
1017,Female,27.7,87.3,6.3,2.73,1.2,High,Yes,No,72.6,B
1018,Female,16.4,88.2,7.8,1.98,4.3,Medium,Yes,No,78.1,B
1019,Male,3.8,100.0,7.0,2.19,2.1,Low,Yes,No,60.7,C
1020,Male,9.0,78.3,8.5,2.59,1.7,Medium,Yes,Yes,68.6,C
1021,Female,4.6,84.3,6.4,2.87,2.2,Medium,Yes,Yes,63.0,C
1022,Female,15.1,89.3,7.4,3.96,8.7,Low,Yes,No,73.9,B
1023,Female,14.3,84.8,7.5,3.22,2.0,Medium,Yes,No,80.9,B
1024,Female,12.2,80.0,8.8,2.35,5.2,Medium,Yes,Yes,59.6,C
1025,Female,27.1,69.5,4.6,2.46,0.4,Medium,Yes,Yes,71.5,B
1026,Male,18.3,79.9,6.2,3.72,1.7,High,Yes,No,72.9,B
